venue_name,venue_country,city,format,year,matches_played,matches_with_result,first_bat_wins,second_bat_wins,avg_innings1_runs,avg_innings2_runs,avg_innings3_runs,avg_innings4_runs,first_bat_win_pct,second_bat_win_pct,innings1_avg_wickets,innings1_avg_boundary_pct,innings1_avg_run_rate,innings2_avg_wickets,innings2_avg_boundary_pct,innings2_avg_run_rate,innings3_avg_wickets,innings3_avg_boundary_pct,innings3_avg_run_rate,innings4_avg_wickets,innings4_avg_boundary_pct,innings4_avg_run_rate,highest_individual_score_batter,highest_individual_score_runs,highest_individual_score_date,highest_individual_score_opponent,best_bowling_bowler,best_bowling_wickets,best_bowling_runs_conceded,best_bowling_date,best_bowling_opponent,top_run_scorer,top_run_scorer_total_runs,top_wicket_taker,top_wicket_taker_total_wickets
"Arun Jaitley Stadium, Delhi",India,Delhi,ODI,2022,1,1,0,1,99.0,105.0,,,0.0,100.0,10.0,0.07,3.64,3.0,0.14,5.48,,,,,,,Shubman Gill,49,2022-10-11,South Africa,Kuldeep Yadav,4,18,2022-10-11,South Africa,Shubman Gill,49,Kuldeep Yadav,4
"Arun Jaitley Stadium, Delhi",India,Delhi,ODI,2023,3,3,2,1,368.67,232.67,,,66.67,33.33,7.67,0.17,7.39,9.0,0.15,6.14,,,,,,,KIC Asalanka,108,2023-11-06,Bangladesh,A Zampa,4,8,2023-10-25,Netherlands,KIC Asalanka,187,D Madushanka,5
"Arun Jaitley Stadium, Delhi",India,Delhi,ODI,2025,1,1,1,0,412.0,369.0,,,100.0,0.0,10.0,0.23,8.61,10.0,0.16,7.85,,,,,,,BL Mooney,138,2025-09-20,India,KJ Garth,3,69,2025-09-20,India,BL Mooney,138,A Reddy,3
"Arun Jaitley Stadium, Delhi",India,Delhi,T20,2022,1,1,0,1,211.0,212.0,,,0.0,100.0,4.0,0.25,10.55,3.0,0.27,11.06,,,,,,,Ishan Kishan,76,2022-06-09,South Africa,WD Parnell,1,32,2022-06-09,India,Ishan Kishan,76,A Nortje,1
"Arun Jaitley Stadium, Delhi",India,Delhi,T20,2024,1,1,1,0,221.0,135.0,,,100.0,0.0,9.0,0.27,11.05,9.0,0.11,6.75,,,,,,,Nithish Kumar Reddy,74,2024-10-09,Bangladesh,Rishad Hossain,3,55,2024-10-09,India,Nithish Kumar Reddy,74,Rishad Hossain,3
"Arun Jaitley Stadium, Delhi",India,Delhi,Test,2023,1,1,0,1,263.0,262.0,113.0,118.0,0.0,100.0,10.0,0.08,3.34,10.0,0.06,3.14,10.0,0.09,3.63,4.0,0.11,4.42,UT Khawaja,81,2023-02-17,India,RA Jadeja,7,42,2023-02-17,Australia,UT Khawaja,87,RA Jadeja,10
"Arun Jaitley Stadium, Delhi",India,Delhi,Test,2025,1,1,1,0,518.0,248.0,390.0,124.0,100.0,0.0,5.0,0.09,3.86,10.0,0.07,3.03,10.0,0.06,3.28,3.0,0.08,3.51,YBK Jaiswal,175,2025-10-10,West Indies,Kuldeep Yadav,5,82,2025-10-10,West Indies,YBK Jaiswal,183,Kuldeep Yadav,8
Asgiriya Stadium,Sri Lanka,Kandy,Test,2006,1,1,0,1,279.0,170.0,73.0,183.0,0.0,100.0,10.0,0.07,3.06,10.0,0.08,3.23,9.0,0.07,2.94,2.0,0.11,4.22,KC Sangakkara,79,2006-04-03,Pakistan,Mohammad Asif,6,44,2006-04-03,Sri Lanka,Younis Khan,108,Mohammad Asif,11
Asgiriya Stadium,Sri Lanka,Kandy,Test,2007,2,2,1,1,159.5,390.5,309.0,261.0,50.0,50.0,10.0,0.07,2.92,7.0,0.07,3.84,9.0,0.06,3.19,10.0,0.05,2.78,KC Sangakkara,222,2007-07-11,Bangladesh,M Muralitharan,6,28,2007-07-11,Bangladesh,KC Sangakkara,466,M Muralitharan,21
Asian Institute of Technology Ground,Thailand,Bangkok,T20,2016,1,1,1,0,121.0,104.0,,,100.0,0.0,5.0,0.08,6.05,6.0,0.07,5.2,,,,,,,M Raj,73,2016-12-04,Pakistan,E Bisht,2,22,2016-12-04,Pakistan,M Raj,73,Anam Amin,2
Asian Institute of Technology Ground,Thailand,Bangkok,T20,2019,11,11,7,4,93.27,58.45,,,63.64,36.36,7.09,0.05,4.81,6.64,0.04,3.85,,,,,,,N Chaiwai,57,2019-02-22,Hong Kong,Nary Thapa,6,8,2019-02-24,Hong Kong,N Chaiwai,117,N Boochatham,9
"Asian Institute of Technology Ground, Bangkok",Thailand,Bangkok,T20,2025,2,2,0,2,29.5,31.5,,,0.0,100.0,5.5,0.03,5.04,2.0,0.11,7.0,,,,,,,L Keny,16,2025-05-09,Malaysia,KC Thompson,4,7,2025-05-09,Malaysia,L Keny,16,KC Thompson,4
"Ballpark Ground, Graz",Austria,Graz,T20,2025,2,2,1,1,167.5,84.5,,,50.0,50.0,6.5,0.17,8.38,7.5,0.2,8.0,,,,,,,Mansoor Safi,80,2025-05-18,Slovenia,Umair Tariq,4,8,2025-05-18,Slovenia,Mansoor Safi,99,Umair Tariq,6
Bangabandhu National Stadium,Bangladesh,Dhaka,ODI,2004,1,1,1,0,348.0,257.0,,,100.0,0.0,5.0,0.14,6.96,9.0,0.08,5.14,,,,,,,Rajin Saleh,82,2004-12-27,India,SR Tendulkar,4,54,2004-12-27,Bangladesh,Rajin Saleh,82,SR Tendulkar,4
Bangabandhu National Stadium,Bangladesh,Dhaka,ODI,2005,1,1,0,1,198.0,202.0,,,0.0,100.0,10.0,0.06,4.04,2.0,0.16,6.12,,,,,,,BG Rogers,84,2005-01-31,Bangladesh,Mohammad Rafique,2,34,2005-01-31,Zimbabwe,BG Rogers,84,Enamul Haque jnr,2
Bangabandhu National Stadium,Bangladesh,Dhaka,Test,2004,1,1,0,1,184.0,526.0,202.0,,0.0,100.0,10.0,0.07,3.18,10.0,0.1,3.84,10.0,0.1,3.79,,,,SR Tendulkar,248,2004-12-10,Bangladesh,IK Pathan,6,51,2004-12-10,Bangladesh,SR Tendulkar,248,IK Pathan,11
"Bangabandhu National Stadium, Dhaka",Bangladesh,Dhaka,ODI,2003,3,2,0,2,120.67,161.0,,,0.0,100.0,7.33,0.05,3.02,3.0,0.11,4.82,,,,,,,A Flintoff,70,2003-11-10,Bangladesh,RL Johnson,3,22,2003-11-10,Bangladesh,A Flintoff,122,A Flintoff,3
"Bangabandhu National Stadium, Dhaka",Bangladesh,Dhaka,Test,2003,1,1,0,1,203.0,295.0,255.0,164.0,0.0,100.0,10.0,0.04,2.42,10.0,0.05,2.45,10.0,0.05,2.38,3.0,0.09,4.19,ME Trescothick,113,2003-10-21,Bangladesh,SJ Harmison,5,35,2003-10-21,Bangladesh,ME Trescothick,145,SJ Harmison,9
"Bankstown Oval, Sydney",Australia,Sydney,Test,2003,1,0,0,0,134.0,187.0,259.0,133.0,,,10.0,0.03,2.0,10.0,0.02,1.62,7.0,0.02,1.8,6.0,0.02,1.6,LC Sthalekar,120,2003-02-22,England,LC Pearson,7,51,2003-02-22,Australia,LC Sthalekar,138,LC Pearson,11
"Bankstown Oval, Sydney",Australia,Sydney,Test,2011,1,1,0,1,207.0,159.0,149.0,198.0,0.0,100.0,10.0,0.01,1.73,9.0,0.03,2.24,10.0,0.01,1.64,3.0,0.01,2.17,CM Edwards,114,2011-01-22,Australia,RM Farrell,5,23,2011-01-22,England,CM Edwards,142,RM Farrell,7
Barabati Stadium,India,Cuttack,ODI,2008,1,1,0,1,270.0,273.0,,,0.0,100.0,4.0,0.09,5.4,4.0,0.14,6.25,,,,,,,KP Pietersen,111,2008-11-26,India,Z Khan,2,60,2008-11-26,England,KP Pietersen,111,Z Khan,2
Barabati Stadium,India,Cuttack,ODI,2009,1,1,0,1,239.0,243.0,,,0.0,100.0,10.0,0.1,5.39,3.0,0.13,5.72,,,,,,,SR Tendulkar,96,2009-12-21,Sri Lanka,RA Jadeja,4,32,2009-12-21,Sri Lanka,SR Tendulkar,96,RA Jadeja,4
Barabati Stadium,India,Cuttack,ODI,2011,1,1,0,1,211.0,213.0,,,0.0,100.0,9.0,0.07,4.22,9.0,0.05,4.36,,,,,,,RG Sharma,72,2011-11-29,West Indies,KAJ Roach,3,46,2011-11-29,India,RG Sharma,72,KAJ Roach,3
Barabati Stadium,India,Cuttack,ODI,2014,1,1,1,0,363.0,194.0,,,100.0,0.0,5.0,0.16,7.26,10.0,0.1,4.93,,,,,,,S Dhawan,113,2014-11-02,Sri Lanka,I Sharma,4,34,2014-11-02,Sri Lanka,S Dhawan,113,I Sharma,4
Barabati Stadium,India,Cuttack,ODI,2017,1,1,1,0,381.0,366.0,,,100.0,0.0,6.0,0.18,7.62,8.0,0.15,7.32,,,,,,,Yuvraj Singh,150,2017-01-19,England,CR Woakes,4,60,2017-01-19,India,Yuvraj Singh,150,CR Woakes,4
Barabati Stadium,India,Cuttack,ODI,2019,1,1,0,1,315.0,316.0,,,0.0,100.0,5.0,0.13,6.3,6.0,0.13,6.49,,,,,,,N Pooran,89,2019-12-22,India,KMA Paul,3,59,2019-12-22,India,N Pooran,89,KMA Paul,3
Barabati Stadium,India,Cuttack,T20,2015,1,1,0,1,92.0,96.0,,,0.0,100.0,10.0,0.08,5.31,4.0,0.09,5.59,,,,,,,JP Duminy,30,2015-10-05,India,JA Morkel,3,12,2015-10-05,India,JP Duminy,30,JA Morkel,3
Barabati Stadium,India,Cuttack,T20,2017,1,1,1,0,180.0,87.0,,,100.0,0.0,3.0,0.18,9.0,10.0,0.06,5.44,,,,,,,KL Rahul,61,2017-12-20,Sri Lanka,YS Chahal,4,23,2017-12-20,Sri Lanka,KL Rahul,61,YS Chahal,4
"Barabati Stadium, Cuttack",India,Cuttack,ODI,2003,1,1,0,1,246.0,249.0,,,0.0,100.0,9.0,0.08,4.92,6.0,0.09,5.24,,,,,,,CD McMillan,82,2003-11-06,India,DR Tuffey,3,31,2003-11-06,India,CD McMillan,82,DR Tuffey,3
"Barabati Stadium, Cuttack",India,Cuttack,ODI,2025,1,1,0,1,304.0,308.0,,,0.0,100.0,10.0,0.11,6.1,6.0,0.16,6.92,,,,,,,RG Sharma,119,2025-02-09,England,RA Jadeja,3,35,2025-02-09,England,RG Sharma,119,RA Jadeja,3
"Barabati Stadium, Cuttack",India,Cuttack,T20,2022,1,1,0,1,148.0,149.0,,,0.0,100.0,6.0,0.14,7.4,6.0,0.19,8.13,,,,,,,H Klaasen,81,2022-06-12,India,B Kumar,4,13,2022-06-12,South Africa,H Klaasen,81,B Kumar,4
Barsapara Cricket Stadium,India,Guwahati,ODI,2018,1,1,0,1,322.0,326.0,,,0.0,100.0,8.0,0.13,6.44,2.0,0.19,7.73,,,,,,,RG Sharma,152,2018-10-21,West Indies,YS Chahal,3,41,2018-10-21,West Indies,RG Sharma,152,YS Chahal,3
Barsapara Cricket Stadium,India,Guwahati,T20,2017,1,1,0,1,118.0,122.0,,,0.0,100.0,10.0,0.09,5.9,2.0,0.16,7.87,,,,,,,MC Henriques,62,2017-10-10,India,JP Behrendorff,4,21,2017-10-10,India,MC Henriques,62,JP Behrendorff,4
Barsapara Cricket Stadium,India,Guwahati,T20,2019,3,3,2,1,130.0,117.0,,,66.67,33.33,6.0,0.11,6.5,5.67,0.1,5.93,,,,,,,DN Wyatt,64,2019-03-07,India,KH Brunt,3,17,2019-03-07,India,DN Wyatt,123,KH Brunt,5
"Barsapara Cricket Stadium, Guwahati",India,Guwahati,ODI,2023,1,1,1,0,373.0,306.0,,,100.0,0.0,7.0,0.15,7.46,8.0,0.15,6.12,,,,,,,V Kohli,113,2023-01-10,Sri Lanka,Umran Malik,3,57,2023-01-10,Sri Lanka,V Kohli,113,CAK Rajitha,3
"Barsapara Cricket Stadium, Guwahati",India,Guwahati,ODI,2025,5,5,3,2,212.4,157.4,,,60.0,40.0,8.8,0.09,4.71,7.2,0.08,4.29,,,,,,,L Wolvaardt,169,2025-10-29,England,M Kapp,5,20,2025-10-29,England,L Wolvaardt,174,S Ecclestone,9
"Barsapara Cricket Stadium, Guwahati",India,Guwahati,T20,2022,1,1,1,0,237.0,221.0,,,100.0,0.0,3.0,0.32,11.85,3.0,0.22,11.05,,,,,,,DA Miller,106,2022-10-02,India,KA Maharaj,2,23,2022-10-02,India,DA Miller,106,Arshdeep Singh,2
"Barsapara Cricket Stadium, Guwahati",India,Guwahati,T20,2023,1,1,0,1,222.0,225.0,,,0.0,100.0,3.0,0.27,11.1,5.0,0.29,11.25,,,,,,,RD Gaikwad,123,2023-11-28,Australia,Ravi Bishnoi,2,32,2023-11-28,Australia,RD Gaikwad,123,Ravi Bishnoi,2
Basin Reserve,New Zealand,Wellington,ODI,2005,1,1,0,1,233.0,236.0,,,0.0,100.0,10.0,0.06,4.68,3.0,0.16,6.87,,,,,,,DR Martyn,65,2005-03-01,New Zealand,B Lee,2,41,2005-03-01,New Zealand,DR Martyn,65,B Lee,2
Basin Reserve,New Zealand,Wellington,ODI,2016,1,1,1,0,280.0,210.0,,,100.0,0.0,9.0,0.1,5.6,10.0,0.06,4.57,,,,,,,HM Nicholls,82,2016-01-25,Pakistan,TA Boult,4,40,2016-01-25,Pakistan,HM Nicholls,82,TA Boult,4
Basin Reserve,New Zealand,Wellington,ODI,2018,2,2,2,0,293.0,211.0,,,100.0,0.0,7.0,0.09,5.86,8.0,0.1,5.36,,,,,,,KS Williamson,115,2018-01-06,Pakistan,MJ Henry,4,53,2018-01-19,Pakistan,MJ Guptill,148,MJ Henry,4
Basin Reserve,New Zealand,Wellington,ODI,2021,1,1,1,0,318.0,154.0,,,100.0,0.0,6.0,0.11,6.36,10.0,0.06,3.61,,,,,,,DP Conway,126,2021-03-26,Bangladesh,JDS Neesham,5,27,2021-03-26,Bangladesh,DP Conway,126,JDS Neesham,5
Basin Reserve,New Zealand,Wellington,T20,2020,2,2,1,1,162.0,128.0,,,50.0,50.0,3.5,0.16,8.1,7.0,0.13,6.88,,,,,,,SFM Devine,105,2020-02-10,South Africa,AM Peterson,3,14,2020-02-10,South Africa,SFM Devine,182,AM Peterson,3
Basin Reserve,New Zealand,Wellington,Test,2005,2,1,0,1,390.5,383.0,160.5,,0.0,100.0,9.0,0.08,3.65,9.5,0.07,3.29,6.5,0.05,2.86,,,,L Vincent,224,2005-04-11,Sri Lanka,CS Martin,6,54,2005-04-11,Sri Lanka,L Vincent,311,JEC Franklin,9
Basin Reserve,New Zealand,Wellington,Test,2006,1,1,1,0,268.0,130.0,365.0,286.0,100.0,0.0,10.0,0.09,4.12,10.0,0.07,3.32,10.0,0.06,3.33,10.0,0.07,3.36,KC Sangakkara,156,2006-12-15,New Zealand,DL Vettori,7,130,2006-12-15,Sri Lanka,LPC Silva,213,DL Vettori,10
Basin Reserve,New Zealand,Wellington,Test,2008,2,2,1,1,242.5,295.5,203.0,311.0,50.0,50.0,10.0,0.07,3.17,10.0,0.08,3.61,9.5,0.05,2.7,10.0,0.07,3.1,TR Ambrose,102,2008-03-13,New Zealand,CS Martin,5,65,2008-01-12,Bangladesh,SP Fleming,152,CS Martin,10
Basin Reserve,New Zealand,Wellington,Test,2009,2,1,1,0,321.5,148.0,336.5,272.0,100.0,0.0,10.0,0.08,3.55,10.0,0.05,2.86,8.5,0.07,3.25,9.0,0.06,3.07,G Gambhir,167,2009-04-03,New Zealand,Z Khan,5,65,2009-04-03,New Zealand,LRPL Taylor,276,CS Martin,11
Basin Reserve,New Zealand,Wellington,Test,2010,1,1,1,0,459.0,157.0,407.0,106.0,100.0,0.0,5.0,0.07,3.5,10.0,0.05,2.65,10.0,0.06,3.02,0.0,0.11,4.61,MJ Clarke,168,2010-03-19,New Zealand,DE Bollinger,5,28,2010-03-19,New Zealand,MJ Clarke,168,DE Bollinger,7
Basin Reserve,New Zealand,Wellington,Test,2011,1,0,0,0,356.0,376.0,293.0,226.0,,,10.0,0.05,2.8,10.0,0.07,2.83,10.0,0.06,3.23,5.0,0.05,2.46,DL Vettori,110,2011-01-15,Pakistan,Umar Gul,4,61,2011-01-15,New Zealand,Misbah-ul-Haq,169,Umar Gul,8
Basin Reserve,New Zealand,Wellington,Test,2012,1,0,0,0,474.0,275.0,189.0,200.0,,,9.0,0.06,3.19,10.0,0.06,2.86,3.0,0.12,6.37,6.0,0.05,2.48,AN Petersen,156,2012-03-23,New Zealand,M Morkel,6,23,2012-03-23,New Zealand,AN Petersen,195,M Morkel,6
Basin Reserve,New Zealand,Wellington,Test,2013,2,1,1,0,453.0,223.5,168.5,,100.0,0.0,10.0,0.07,3.5,10.0,0.08,3.36,6.0,0.06,2.79,,,,LRPL Taylor,129,2013-12-11,West Indies,TA Boult,6,40,2013-12-11,West Indies,LRPL Taylor,170,TA Boult,12
Basin Reserve,New Zealand,Wellington,Test,2014,1,0,0,0,192.0,438.0,680.0,166.0,,,10.0,0.08,3.63,10.0,0.1,4.27,8.0,0.06,3.24,3.0,0.08,3.19,BB McCullum,302,2014-02-14,India,I Sharma,6,51,2014-02-14,New Zealand,BB McCullum,310,I Sharma,6
Basin Reserve,New Zealand,Wellington,Test,2015,1,1,1,0,221.0,356.0,524.0,196.0,100.0,0.0,10.0,0.09,4.01,10.0,0.06,3.48,5.0,0.04,3.05,10.0,0.05,2.7,KS Williamson,242,2015-01-03,Sri Lanka,MD Craig,4,53,2015-01-03,Sri Lanka,KS Williamson,311,N Pradeep,7
Basin Reserve,New Zealand,Wellington,Test,2016,1,1,0,1,183.0,562.0,327.0,,0.0,100.0,10.0,0.09,3.81,10.0,0.09,3.64,10.0,0.06,3.13,,,,AC Voges,239,2016-02-12,New Zealand,JR Hazlewood,4,42,2016-02-12,New Zealand,AC Voges,239,NM Lyon,7
Basin Reserve,New Zealand,Wellington,Test,2017,3,3,0,3,332.33,472.67,216.67,150.0,0.0,100.0,9.33,0.08,3.41,9.67,0.07,3.6,10.0,0.06,2.83,2.5,0.08,4.43,Shakib Al Hasan,217,2017-01-12,New Zealand,N Wagner,7,39,2017-12-01,West Indies,HM Nicholls,249,N Wagner,19
Basin Reserve,New Zealand,Wellington,Test,2019,1,1,0,1,211.0,432.0,209.0,,0.0,100.0,10.0,0.08,3.46,6.0,0.1,5.09,10.0,0.1,3.73,,,,LRPL Taylor,200,2019-03-08,Bangladesh,N Wagner,5,45,2019-03-08,Bangladesh,LRPL Taylor,200,N Wagner,9
Basin Reserve,New Zealand,Wellington,Test,2020,2,2,1,1,312.5,239.5,254.0,9.0,50.0,50.0,10.0,0.07,3.23,10.0,0.06,2.89,10.0,0.07,3.18,0.0,0.1,5.4,HM Nicholls,174,2020-12-11,West Indies,TG Southee,5,32,2020-12-11,West Indies,HM Nicholls,191,TG Southee,16
"Basin Reserve, Wellington",New Zealand,Wellington,ODI,2022,8,7,3,4,198.25,161.57,,,42.86,57.14,6.25,0.07,4.69,6.14,0.07,4.49,,,,,,,MM Lanning,135,2022-03-22,South Africa,JM Kerr,4,23,2022-12-11,Bangladesh,RL Haynes,222,A Gardner,9
"Basin Reserve, Wellington",New Zealand,Wellington,ODI,2024,3,3,2,1,262.67,182.0,,,66.67,33.33,9.0,0.09,5.34,7.0,0.08,4.68,,,,,,,A Sutherland,105,2024-12-21,New Zealand,MM Penfold,4,42,2024-12-21,Australia,A Sutherland,147,AC Kerr,6
"Basin Reserve, Wellington",New Zealand,Wellington,ODI,2025,1,1,0,1,178.0,180.0,,,0.0,100.0,10.0,0.08,4.08,1.0,0.14,6.84,,,,,,,WA Young,90,2025-01-05,Sri Lanka,MJ Henry,4,19,2025-01-05,Sri Lanka,WA Young,90,MJ Henry,4
"Basin Reserve, Wellington",New Zealand,Wellington,T20,2024,2,2,1,1,156.5,134.0,,,50.0,50.0,4.5,0.16,7.82,6.0,0.11,6.91,,,,,,,ME Bouchier,91,2024-03-27,New Zealand,CE Dean,4,26,2024-03-27,New Zealand,ME Bouchier,97,CE Dean,5
"Basin Reserve, Wellington",New Zealand,Wellington,Test,2004,1,1,0,1,297.0,316.0,252.0,234.0,0.0,100.0,10.0,0.07,2.86,10.0,0.08,3.16,10.0,0.05,2.62,4.0,0.08,3.24,GC Smith,125,2004-03-26,New Zealand,CS Martin,5,55,2004-03-26,South Africa,GC Smith,172,N Boje,8
"Basin Reserve, Wellington",New Zealand,Wellington,Test,2018,1,0,0,0,282.0,578.0,287.0,,,,10.0,0.06,3.13,10.0,0.06,3.67,3.0,0.04,2.5,,,,TWM Latham,264,2018-12-15,Sri Lanka,TG Southee,6,68,2018-12-15,Sri Lanka,TWM Latham,264,TG Southee,8
"Basin Reserve, Wellington",New Zealand,Wellington,Test,2023,2,2,1,1,507.5,186.5,420.5,256.0,50.0,50.0,6.0,0.09,4.85,10.0,0.06,3.19,10.0,0.05,2.75,10.0,0.07,3.44,KS Williamson,215,2023-03-17,Sri Lanka,MJ Leach,5,157,2023-02-24,New Zealand,KS Williamson,351,MJ Henry,10
"Basin Reserve, Wellington",New Zealand,Wellington,Test,2024,2,2,2,0,331.5,152.0,295.5,227.5,100.0,0.0,10.0,0.09,4.22,10.0,0.09,3.87,8.0,0.07,4.19,10.0,0.09,3.9,C Green,174,2024-02-29,New Zealand,NM Lyon,6,65,2024-02-29,New Zealand,C Green,208,MJ Henry,12
Bay Oval,New Zealand,Mount Maunganui,ODI,2014,3,3,1,2,240.67,219.33,,,33.33,66.67,9.67,0.09,4.98,5.33,0.09,5.07,,,,,,,HM Amla,119,2014-10-24,New Zealand,MJG Rippon,4,37,2014-01-28,Canada,L Ronchi,178,Imran Tahir,4
Bay Oval,New Zealand,Mount Maunganui,ODI,2016,3,3,2,1,234.0,220.33,,,66.67,33.33,7.67,0.07,4.68,7.33,0.09,4.83,,,,,,,MM Lanning,114,2016-02-22,New Zealand,MJ Henry,5,40,2016-01-05,Sri Lanka,MM Lanning,119,JL Jonassen,8
Bay Oval,New Zealand,Mount Maunganui,ODI,2017,2,2,0,2,261.5,264.5,,,0.0,100.0,8.5,0.09,5.23,5.5,0.09,5.47,,,,,,,MM Lanning,104,2017-03-05,New Zealand,AC Kerr,4,54,2017-03-02,Australia,MM Lanning,148,A Wellington,4
Bay Oval,New Zealand,Mount Maunganui,ODI,2018,1,1,0,1,223.0,225.0,,,0.0,100.0,10.0,0.07,4.49,4.0,0.14,5.95,,,,,,,MJ Santner,63,2018-02-28,England,MM Ali,2,33,2018-02-28,New Zealand,BA Stokes,63,BA Stokes,2
Bay Oval,New Zealand,Mount Maunganui,ODI,2019,5,5,3,2,283.6,253.8,,,60.0,40.0,7.6,0.1,5.77,7.0,0.12,5.85,,,,,,,NLTC Perera,140,2019-01-05,New Zealand,Kuldeep Yadav,4,45,2019-01-26,New Zealand,LRPL Taylor,259,TA Boult,7
Bay Oval,New Zealand,Mount Maunganui,ODI,2020,1,1,0,1,296.0,300.0,,,0.0,100.0,7.0,0.11,5.92,5.0,0.13,6.36,,,,,,,KL Rahul,112,2020-02-11,New Zealand,HK Bennett,4,64,2020-02-11,India,KL Rahul,112,HK Bennett,4
Bay Oval,New Zealand,Mount Maunganui,ODI,2021,1,1,0,1,212.0,215.0,,,0.0,100.0,10.0,0.06,4.34,4.0,0.11,5.58,,,,,,,LR Down,90,2021-04-04,Australia,ML Schutt,4,32,2021-04-04,New Zealand,LR Down,90,ML Schutt,4
Bay Oval,New Zealand,Mount Maunganui,T20,2016,1,1,1,0,182.0,179.0,,,100.0,0.0,4.0,0.19,9.1,9.0,0.16,8.95,,,,,,,MJ Guptill,58,2016-01-07,Sri Lanka,TA Boult,3,21,2016-01-07,Sri Lanka,MJ Guptill,58,MJ Henry,3
Bay Oval,New Zealand,Mount Maunganui,T20,2017,2,2,2,0,194.5,157.5,,,100.0,0.0,5.5,0.19,9.72,8.0,0.16,8.25,,,,,,,C Munro,101,2017-01-06,Bangladesh,Rubel Hossain,3,31,2017-01-08,New Zealand,C Munro,101,Rubel Hossain,6
Bay Oval,New Zealand,Mount Maunganui,T20,2018,5,4,4,0,175.6,131.25,,,100.0,0.0,4.8,0.23,10.03,7.25,0.14,6.89,,,,,,,C Munro,104,2018-01-03,West Indies,SFM Devine,3,12,2018-03-16,West Indies,C Munro,170,LM Kasperek,5
Bay Oval,New Zealand,Mount Maunganui,T20,2020,4,3,2,1,135.5,146.33,,,66.67,33.33,3.75,0.21,9.14,6.33,0.16,8.53,,,,,,,GD Phillips,108,2020-11-29,West Indies,JJ Bumrah,3,12,2020-02-02,New Zealand,GD Phillips,108,JJ Bumrah,3
Bay Oval,New Zealand,Mount Maunganui,Test,2019,1,1,0,1,353.0,615.0,197.0,,0.0,100.0,10.0,0.06,2.85,9.0,0.06,3.06,10.0,0.05,2.04,,,,BJ Watling,205,2019-11-21,England,N Wagner,5,44,2019-11-21,England,BJ Watling,205,N Wagner,8
Bay Oval,New Zealand,Mount Maunganui,Test,2020,1,1,1,0,431.0,239.0,180.0,271.0,100.0,0.0,10.0,0.05,2.78,10.0,0.05,2.34,5.0,0.06,3.96,10.0,0.04,2.19,KS Williamson,129,2020-12-26,Pakistan,Shaheen Shah Afridi,4,109,2020-12-26,New Zealand,KS Williamson,150,KA Jamieson,5
"Bay Oval, Mount Maunganui",New Zealand,Mount Maunganui,ODI,2021,2,2,2,0,210.0,164.0,,,100.0,0.0,7.0,0.08,5.69,9.5,0.06,4.78,,,,,,,RL Haynes,87,2021-04-07,New Zealand,LM Kasperek,6,46,2021-04-07,Australia,AJ Healy,90,LM Kasperek,9
"Bay Oval, Mount Maunganui",New Zealand,Mount Maunganui,ODI,2022,8,8,4,4,203.38,189.38,,,50.0,50.0,8.62,0.07,4.2,7.38,0.08,4.43,,,,,,,HK Matthews,119,2022-03-04,New Zealand,M Kapp,5,45,2022-03-14,England,L Wolvaardt,152,M Kapp,7
"Bay Oval, Mount Maunganui",New Zealand,Mount Maunganui,ODI,2025,2,2,1,1,243.5,222.5,,,50.0,50.0,9.0,0.12,6.3,8.5,0.1,5.82,,,,,,,HC Brook,135,2025-10-26,New Zealand,BV Sears,5,34,2025-04-05,Pakistan,HC Brook,135,BV Sears,5
"Bay Oval, Mount Maunganui",New Zealand,Mount Maunganui,T20,2022,1,1,1,0,191.0,126.0,,,100.0,0.0,6.0,0.22,9.55,10.0,0.11,6.69,,,,,,,SA Yadav,111,2022-11-20,New Zealand,DJ Hooda,4,10,2022-11-20,New Zealand,SA Yadav,111,DJ Hooda,4
"Bay Oval, Mount Maunganui",New Zealand,Mount Maunganui,T20,2023,2,1,0,1,91.0,95.0,,,0.0,100.0,6.0,0.11,6.12,5.0,0.11,6.48,,,,,,,TL Seifert,43,2023-12-29,Bangladesh,MJ Santner,4,16,2023-12-31,Bangladesh,TL Seifert,44,MJ Santner,4
"Bay Oval, Mount Maunganui",New Zealand,Mount Maunganui,T20,2024,2,2,2,0,179.0,152.5,,,100.0,0.0,6.5,0.15,8.95,9.0,0.15,7.78,,,,,,,P Nissanka,90,2024-12-28,New Zealand,JA Duffy,4,15,2024-12-30,Sri Lanka,P Nissanka,127,JA Duffy,7
"Bay Oval, Mount Maunganui",New Zealand,Mount Maunganui,T20,2025,5,4,2,2,155.4,143.0,,,50.0,50.0,5.0,0.19,9.09,7.75,0.19,8.52,,,,,,,TB Robinson,106,2025-10-01,Australia,A Sutherland,4,8,2025-03-23,New Zealand,MR Marsh,197,JA Duffy,7
"Bay Oval, Mount Maunganui",New Zealand,Mount Maunganui,Test,2022,1,1,0,1,328.0,458.0,169.0,42.0,0.0,100.0,10.0,0.07,3.03,10.0,0.05,2.6,10.0,0.04,2.29,2.0,0.07,2.5,DP Conway,122,2022-01-01,Bangladesh,Ebadat Hossain,6,46,2022-01-01,New Zealand,DP Conway,135,Ebadat Hossain,7
